PRACTICE_CODE,PRACTICE_NAME,LSOA21CD,NUMBER_OF_PATIENTS
F85072,GROVELANDS MEDICAL CENTRE,E01001478,6
F85072,GROVELANDS MEDICAL CENTRE,E01001479,7
F85072,GROVELANDS MEDICAL CENTRE,E01001480,2
F85072,GROVELANDS MEDICAL CENTRE,E01001481,9
F85072,GROVELANDS MEDICAL CENTRE,E01001482,1
F85072,GROVELANDS MEDICAL CENTRE,E01001484,7
F85072,GROVELANDS MEDICAL CENTRE,E01001485,4
F85072,GROVELANDS MEDICAL CENTRE,E01001486,5
F85072,GROVELANDS MEDICAL CENTRE,E01001487,4
F85072,GROVELANDS MEDICAL CENTRE,E01001489,1
F85072,GROVELANDS MEDICAL CENTRE,E01001491,4
F85072,GROVELANDS MEDICAL CENTRE,E01001493,56
F85072,GROVELANDS MEDICAL CENTRE,E01001494,62
F85072,GROVELANDS MEDICAL CENTRE,E01001495,94
F85072,GROVELANDS MEDICAL CENTRE,E01001496,90
F85072,GROVELANDS MEDICAL CENTRE,E01001497,59
F85072,GROVELANDS MEDICAL CENTRE,E01001498,190
F85072,GROVELANDS MEDICAL CENTRE,E01001499,81
F85072,GROVELANDS MEDICAL CENTRE,E01001500,169
F85072,GROVELANDS MEDICAL CENTRE,E01001501,343
F85072,GROVELANDS MEDICAL CENTRE,E01001503,3
F85072,GROVELANDS MEDICAL CENTRE,E01001508,2
F85072,GROVELANDS MEDICAL CENTRE,E01001509,4
F85072,GROVELANDS MEDICAL CENTRE,E01001511,8
F85072,GROVELANDS MEDICAL CENTRE,E01001512,1
F85072,GROVELANDS MEDICAL CENTRE,E01001513,10
F85072,GROVELANDS MEDICAL CENTRE,E01001514,2
F85072,GROVELANDS MEDICAL CENTRE,E01001515,6
F85072,GROVELANDS MEDICAL CENTRE,E01001516,5
F85072,GROVELANDS MEDICAL CENTRE,E01001517,1
F85072,GROVELANDS MEDICAL CENTRE,E01001518,11
F85072,GROVELANDS MEDICAL CENTRE,E01001520,65
F85072,GROVELANDS MEDICAL CENTRE,E01001521,252
F85072,GROVELANDS MEDICAL CENTRE,E01001522,16
F85072,GROVELANDS MEDICAL CENTRE,E01001523,13
F85072,GROVELANDS MEDICAL CENTRE,E01001524,45
F85072,GROVELANDS MEDICAL CENTRE,E01001525,76
F85072,GROVELANDS MEDICAL CENTRE,E01001526,26
F85072,GROVELANDS MEDICAL CENTRE,E01001527,347
F85072,GROVELANDS MEDICAL CENTRE,E01001528,70
F85072,GROVELANDS MEDICAL CENTRE,E01001529,42
F85072,GROVELANDS MEDICAL CENTRE,E01001530,136
F85072,GROVELANDS MEDICAL CENTRE,E01001531,230
F85072,GROVELANDS MEDICAL CENTRE,E01001532,292
F85072,GROVELANDS MEDICAL CENTRE,E01001533,200
F85072,GROVELANDS MEDICAL CENTRE,E01001534,127
F85072,GROVELANDS MEDICAL CENTRE,E01001535,263
F85072,GROVELANDS MEDICAL CENTRE,E01001536,12
F85072,GROVELANDS MEDICAL CENTRE,E01001538,5
F85072,GROVELANDS MEDICAL CENTRE,E01001539,10
F85072,GROVELANDS MEDICAL CENTRE,E01001540,2
F85072,GROVELANDS MEDICAL CENTRE,E01001541,2
F85072,GROVELANDS MEDICAL CENTRE,E01001542,5
F85072,GROVELANDS MEDICAL CENTRE,E01001543,5
F85072,GROVELANDS MEDICAL CENTRE,E01001544,4
F85072,GROVELANDS MEDICAL CENTRE,E01001546,1
F85072,GROVELANDS MEDICAL CENTRE,E01001547,6
F85072,GROVELANDS MEDICAL CENTRE,E01001549,2
F85072,GROVELANDS MEDICAL CENTRE,E01001550,4
F85072,GROVELANDS MEDICAL CENTRE,E01001551,6
F85072,GROVELANDS MEDICAL CENTRE,E01001553,35
F85072,GROVELANDS MEDICAL CENTRE,E01001554,1
F85072,GROVELANDS MEDICAL CENTRE,E01001555,3
F85072,GROVELANDS MEDICAL CENTRE,E01001556,233
F85072,GROVELANDS MEDICAL CENTRE,E01001557,3
F85072,GROVELANDS MEDICAL CENTRE,E01001558,4
F85072,GROVELANDS MEDICAL CENTRE,E01001559,13
F85072,GROVELANDS MEDICAL CENTRE,E01001560,28
F85072,GROVELANDS MEDICAL CENTRE,E01001562,14
F85072,GROVELANDS MEDICAL CENTRE,E01001563,48
F85072,GROVELANDS MEDICAL CENTRE,E01001564,28
F85072,GROVELANDS MEDICAL CENTRE,E01001565,227
F85072,GROVELANDS MEDICAL CENTRE,E01001566,419
F85072,GROVELANDS MEDICAL CENTRE,E01001567,10
F85072,GROVELANDS MEDICAL CENTRE,E01001568,79
F85072,GROVELANDS MEDICAL CENTRE,E01001569,28
F85072,GROVELANDS MEDICAL CENTRE,E01001570,21
F85072,GROVELANDS MEDICAL CENTRE,E01001687,1
F85072,GROVELANDS MEDICAL CENTRE,E01001962,16
F85072,GROVELANDS MEDICAL CENTRE,E01001964,8
F85072,GROVELANDS MEDICAL CENTRE,E01001965,1
F85072,GROVELANDS MEDICAL CENTRE,E01001966,2
F85072,GROVELANDS MEDICAL CENTRE,E01001967,1
F85072,GROVELANDS MEDICAL CENTRE,E01001969,42
F85072,GROVELANDS MEDICAL CENTRE,E01001970,42
F85072,GROVELANDS MEDICAL CENTRE,E01001971,20
F85072,GROVELANDS MEDICAL CENTRE,E01001972,8
F85072,GROVELANDS MEDICAL CENTRE,E01001973,55
F85072,GROVELANDS MEDICAL CENTRE,E01001974,53
F85072,GROVELANDS MEDICAL CENTRE,E01001975,44
F85072,GROVELANDS MEDICAL CENTRE,E01001978,1
F85072,GROVELANDS MEDICAL CENTRE,E01001981,2
F85072,GROVELANDS MEDICAL CENTRE,E01001988,1
F85072,GROVELANDS MEDICAL CENTRE,E01001995,8
F85072,GROVELANDS MEDICAL CENTRE,E01002003,2
F85072,GROVELANDS MEDICAL CENTRE,E01002007,1
F85072,GROVELANDS MEDICAL CENTRE,E01002014,1
F85072,GROVELANDS MEDICAL CENTRE,E01002017,2
F85072,GROVELANDS MEDICAL CENTRE,E01002024,5
F85072,GROVELANDS MEDICAL CENTRE,E01002026,8
F85072,GROVELANDS MEDICAL CENTRE,E01002027,2
F85072,GROVELANDS MEDICAL CENTRE,E01002029,5
F85072,GROVELANDS MEDICAL CENTRE,E01002030,4
F85072,GROVELANDS MEDICAL CENTRE,E01002031,2
F85072,GROVELANDS MEDICAL CENTRE,E01002032,10
F85072,GROVELANDS MEDICAL CENTRE,E01002033,10
F85072,GROVELANDS MEDICAL CENTRE,E01002034,2
F85072,GROVELANDS MEDICAL CENTRE,E01002036,1
F85072,GROVELANDS MEDICAL CENTRE,E01002037,2
F85072,GROVELANDS MEDICAL CENTRE,E01002039,4
F85072,GROVELANDS MEDICAL CENTRE,E01002040,3
F85072,GROVELANDS MEDICAL CENTRE,E01002041,1
F85072,GROVELANDS MEDICAL CENTRE,E01002042,2
F85072,GROVELANDS MEDICAL CENTRE,E01002043,2
F85072,GROVELANDS MEDICAL CENTRE,E01002054,1
F85072,GROVELANDS MEDICAL CENTRE,E01002057,4
F85072,GROVELANDS MEDICAL CENTRE,E01002058,2
F85072,GROVELANDS MEDICAL CENTRE,E01002065,1
F85072,GROVELANDS MEDICAL CENTRE,E01002068,2
F85072,GROVELANDS MEDICAL CENTRE,E01002069,1
F85072,GROVELANDS MEDICAL CENTRE,E01002073,2
F85072,GROVELANDS MEDICAL CENTRE,E01002074,1
F85072,GROVELANDS MEDICAL CENTRE,E01002077,1
F85072,GROVELANDS MEDICAL CENTRE,E01002078,1
F85072,GROVELANDS MEDICAL CENTRE,E01002083,5
F85072,GROVELANDS MEDICAL CENTRE,E01002084,1
F85072,GROVELANDS MEDICAL CENTRE,E01002085,1
F85072,GROVELANDS MEDICAL CENTRE,E01002088,2
F85072,GROVELANDS MEDICAL CENTRE,E01002089,4
F85072,GROVELANDS MEDICAL CENTRE,E01002090,106
F85072,GROVELANDS MEDICAL CENTRE,E01002091,12
F85072,GROVELANDS MEDICAL CENTRE,E01002092,2
F85072,GROVELANDS MEDICAL CENTRE,E01002093,3
F85072,GROVELANDS MEDICAL CENTRE,E01002094,4
F85072,GROVELANDS MEDICAL CENTRE,E01002095,1
F85072,GROVELANDS MEDICAL CENTRE,E01002098,5
F85072,GROVELANDS MEDICAL CENTRE,E01002099,19
F85072,GROVELANDS MEDICAL CENTRE,E01002100,6
F85072,GROVELANDS MEDICAL CENTRE,E01002101,70
F85072,GROVELANDS MEDICAL CENTRE,E01002102,38
F85072,GROVELANDS MEDICAL CENTRE,E01002103,4
F85072,GROVELANDS MEDICAL CENTRE,E01002104,1
F85072,GROVELANDS MEDICAL CENTRE,E01002105,11
F85072,GROVELANDS MEDICAL CENTRE,E01002118,1
F85072,GROVELANDS MEDICAL CENTRE,E01002320,1
F85072,GROVELANDS MEDICAL CENTRE,E01002444,3
F85072,GROVELANDS MEDICAL CENTRE,E01002558,1
F85072,GROVELANDS MEDICAL CENTRE,E01002702,1
F85072,GROVELANDS MEDICAL CENTRE,E01002713,2
F85072,GROVELANDS MEDICAL CENTRE,E01002789,1
F85072,GROVELANDS MEDICAL CENTRE,E01002790,1
F85072,GROVELANDS MEDICAL CENTRE,E01002804,1
F85072,GROVELANDS MEDICAL CENTRE,E01002942,1
F85072,GROVELANDS MEDICAL CENTRE,E01003226,1
F85072,GROVELANDS MEDICAL CENTRE,E01003519,1
F85072,GROVELANDS MEDICAL CENTRE,E01003696,1
F85072,GROVELANDS MEDICAL CENTRE,E01003778,1
F85072,GROVELANDS MEDICAL CENTRE,E01003787,1
F85072,GROVELANDS MEDICAL CENTRE,E01004244,2
F85072,GROVELANDS MEDICAL CENTRE,E01004365,1
F85072,GROVELANDS MEDICAL CENTRE,E01004381,3
F85072,GROVELANDS MEDICAL CENTRE,E01004414,1
F85072,GROVELANDS MEDICAL CENTRE,E01004434,1
F85072,GROVELANDS MEDICAL CENTRE,E01004437,1
F85072,GROVELANDS MEDICAL CENTRE,E01004622,1
F85072,GROVELANDS MEDICAL CENTRE,E01004649,1
F85072,GROVELANDS MEDICAL CENTRE,E01004650,1
F85072,GROVELANDS MEDICAL CENTRE,E01004670,1
F85072,GROVELANDS MEDICAL CENTRE,E01004677,1
F85072,GROVELANDS MEDICAL CENTRE,E01010457,1
F85072,GROVELANDS MEDICAL CENTRE,E01011488,1
F85072,GROVELANDS MEDICAL CENTRE,E01013624,1
F85072,GROVELANDS MEDICAL CENTRE,E01014687,1
F85072,GROVELANDS MEDICAL CENTRE,E01015661,2
F85072,GROVELANDS MEDICAL CENTRE,E01015965,1
F85072,GROVELANDS MEDICAL CENTRE,E01018182,1
F85072,GROVELANDS MEDICAL CENTRE,E01021300,1
F85072,GROVELANDS MEDICAL CENTRE,E01021389,1
F85072,GROVELANDS MEDICAL CENTRE,E01021741,1
F85072,GROVELANDS MEDICAL CENTRE,E01021808,1
F85072,GROVELANDS MEDICAL CENTRE,E01021816,1
F85072,GROVELANDS MEDICAL CENTRE,E01021836,1
F85072,GROVELANDS MEDICAL CENTRE,E01022162,1
F85072,GROVELANDS MEDICAL CENTRE,E01022207,1
F85072,GROVELANDS MEDICAL CENTRE,E01023293,2
F85072,GROVELANDS MEDICAL CENTRE,E01023299,1
F85072,GROVELANDS MEDICAL CENTRE,E01023307,2
F85072,GROVELANDS MEDICAL CENTRE,E01023311,1
F85072,GROVELANDS MEDICAL CENTRE,E01023313,4
F85072,GROVELANDS MEDICAL CENTRE,E01023315,1
F85072,GROVELANDS MEDICAL CENTRE,E01023332,5
F85072,GROVELANDS MEDICAL CENTRE,E01023333,1
F85072,GROVELANDS MEDICAL CENTRE,E01023334,1
F85072,GROVELANDS MEDICAL CENTRE,E01023336,4
F85072,GROVELANDS MEDICAL CENTRE,E01023339,3
F85072,GROVELANDS MEDICAL CENTRE,E01023547,1
F85072,GROVELANDS MEDICAL CENTRE,E01023567,4
F85072,GROVELANDS MEDICAL CENTRE,E01023568,1
F85072,GROVELANDS MEDICAL CENTRE,E01023577,2
F85072,GROVELANDS MEDICAL CENTRE,E01023580,1
F85072,GROVELANDS MEDICAL CENTRE,E01023623,1
F85072,GROVELANDS MEDICAL CENTRE,E01023800,1
F85072,GROVELANDS MEDICAL CENTRE,E01023947,1
F85072,GROVELANDS MEDICAL CENTRE,E01023949,1
F85072,GROVELANDS MEDICAL CENTRE,E01028281,1
F85072,GROVELANDS MEDICAL CENTRE,E01030434,1
F85072,GROVELANDS MEDICAL CENTRE,E01030714,1
F85072,GROVELANDS MEDICAL CENTRE,E01032574,2
F85072,GROVELANDS MEDICAL CENTRE,E01032575,7
F85072,GROVELANDS MEDICAL CENTRE,E01032765,1
F85072,GROVELANDS MEDICAL CENTRE,E01033146,5
F85072,GROVELANDS MEDICAL CENTRE,E01033148,1
F85072,GROVELANDS MEDICAL CENTRE,E01033709,1
F85072,GROVELANDS MEDICAL CENTRE,E01033907,1
F85072,GROVELANDS MEDICAL CENTRE,E01033921,2
F85072,GROVELANDS MEDICAL CENTRE,E01033926,6
F85072,GROVELANDS MEDICAL CENTRE,E01033927,57
F85072,GROVELANDS MEDICAL CENTRE,E01033928,143
F85072,GROVELANDS MEDICAL CENTRE,E01033944,5
F85072,GROVELANDS MEDICAL CENTRE,E01034030,1
F85072,GROVELANDS MEDICAL CENTRE,E01034227,1
F85072,GROVELANDS MEDICAL CENTRE,E01034486,1
F85072,GROVELANDS MEDICAL CENTRE,E01035585,2
F85072,GROVELANDS MEDICAL CENTRE,E01035586,3
F85072,GROVELANDS MEDICAL CENTRE,E01035608,4
F85072,GROVELANDS MEDICAL CENTRE,E01035659,1
F85072,GROVELANDS MEDICAL CENTRE,E01035697,1
F85072,GROVELANDS MEDICAL CENTRE,E01035709,1
F85072,GROVELANDS MEDICAL CENTRE,E01035754,1
F85072,GROVELANDS MEDICAL CENTRE,EMPTY,15
F85072,GROVELANDS MEDICAL CENTRE,S01017522,1
F85625,BINCOTE SURGERY,CLOSED,3
F85625,BINCOTE SURGERY,E01000090,1
F85625,BINCOTE SURGERY,E01000115,40
F85625,BINCOTE SURGERY,E01000116,15
F85625,BINCOTE SURGERY,E01000117,2
F85625,BINCOTE SURGERY,E01000118,12
F85625,BINCOTE SURGERY,E01000119,22
F85625,BINCOTE SURGERY,E01000120,16
F85625,BINCOTE SURGERY,E01000121,3
F85625,BINCOTE SURGERY,E01000122,5
F85625,BINCOTE SURGERY,E01000123,1
F85625,BINCOTE SURGERY,E01000124,6
F85625,BINCOTE SURGERY,E01000159,3
F85625,BINCOTE SURGERY,E01000162,1
F85625,BINCOTE SURGERY,E01000166,12
F85625,BINCOTE SURGERY,E01000167,3
F85625,BINCOTE SURGERY,E01000168,49
F85625,BINCOTE SURGERY,E01000169,9
F85625,BINCOTE SURGERY,E01000170,16
F85625,BINCOTE SURGERY,E01000171,8
F85625,BINCOTE SURGERY,E01000172,12
F85625,BINCOTE SURGERY,E01000173,1
F85625,BINCOTE SURGERY,E01000174,6
F85625,BINCOTE SURGERY,E01000175,1
F85625,BINCOTE SURGERY,E01000176,1
F85625,BINCOTE SURGERY,E01000197,4
F85625,BINCOTE SURGERY,E01000217,1
F85625,BINCOTE SURGERY,E01000244,1
F85625,BINCOTE SURGERY,E01000246,3
F85625,BINCOTE SURGERY,E01000247,5
F85625,BINCOTE SURGERY,E01000248,2
F85625,BINCOTE SURGERY,E01000249,1
F85625,BINCOTE SURGERY,E01000251,8
F85625,BINCOTE SURGERY,E01000252,6
F85625,BINCOTE SURGERY,E01000253,2
F85625,BINCOTE SURGERY,E01000254,5
F85625,BINCOTE SURGERY,E01000257,1
F85625,BINCOTE SURGERY,E01000259,3
F85625,BINCOTE SURGERY,E01000260,1
F85625,BINCOTE SURGERY,E01000266,4
F85625,BINCOTE SURGERY,E01000267,4
F85625,BINCOTE SURGERY,E01000268,6
F85625,BINCOTE SURGERY,E01000269,4
F85625,BINCOTE SURGERY,E01000270,1
F85625,BINCOTE SURGERY,E01000274,2
F85625,BINCOTE SURGERY,E01000276,1
F85625,BINCOTE SURGERY,E01000277,1
F85625,BINCOTE SURGERY,E01000281,1
F85625,BINCOTE SURGERY,E01000283,4
F85625,BINCOTE SURGERY,E01000285,2
F85625,BINCOTE SURGERY,E01000286,2
F85625,BINCOTE SURGERY,E01000289,1
F85625,BINCOTE SURGERY,E01000292,1
F85625,BINCOTE SURGERY,E01000293,3
F85625,BINCOTE SURGERY,E01000294,2
F85625,BINCOTE SURGERY,E01000296,1
F85625,BINCOTE SURGERY,E01000309,1
F85625,BINCOTE SURGERY,E01000320,4
F85625,BINCOTE SURGERY,E01000626,1
F85625,BINCOTE SURGERY,E01000879,2
F85625,BINCOTE SURGERY,E01000888,1
F85625,BINCOTE SURGERY,E01001243,1
F85625,BINCOTE SURGERY,E01001391,1
F85625,BINCOTE SURGERY,E01001394,5
F85625,BINCOTE SURGERY,E01001395,1
F85625,BINCOTE SURGERY,E01001396,1
F85625,BINCOTE SURGERY,E01001397,2
F85625,BINCOTE SURGERY,E01001398,10
F85625,BINCOTE SURGERY,E01001399,9
F85625,BINCOTE SURGERY,E01001400,11
F85625,BINCOTE SURGERY,E01001401,7
F85625,BINCOTE SURGERY,E01001402,14
F85625,BINCOTE SURGERY,E01001403,8
F85625,BINCOTE SURGERY,E01001404,5
F85625,BINCOTE SURGERY,E01001405,39
F85625,BINCOTE SURGERY,E01001406,10
F85625,BINCOTE SURGERY,E01001407,20
F85625,BINCOTE SURGERY,E01001408,43
F85625,BINCOTE SURGERY,E01001409,16
F85625,BINCOTE SURGERY,E01001410,18
F85625,BINCOTE SURGERY,E01001411,18
F85625,BINCOTE SURGERY,E01001412,75
F85625,BINCOTE SURGERY,E01001413,29
F85625,BINCOTE SURGERY,E01001414,48
F85625,BINCOTE SURGERY,E01001415,26
F85625,BINCOTE SURGERY,E01001416,187
F85625,BINCOTE SURGERY,E01001417,104
F85625,BINCOTE SURGERY,E01001418,53
F85625,BINCOTE SURGERY,E01001419,160
F85625,BINCOTE SURGERY,E01001420,40
F85625,BINCOTE SURGERY,E01001421,30
F85625,BINCOTE SURGERY,E01001422,16
F85625,BINCOTE SURGERY,E01001423,4
F85625,BINCOTE SURGERY,E01001425,2
F85625,BINCOTE SURGERY,E01001426,2
F85625,BINCOTE SURGERY,E01001429,2
F85625,BINCOTE SURGERY,E01001430,4
F85625,BINCOTE SURGERY,E01001432,2
F85625,BINCOTE SURGERY,E01001433,5
F85625,BINCOTE SURGERY,E01001434,6
F85625,BINCOTE SURGERY,E01001436,1
F85625,BINCOTE SURGERY,E01001437,9
F85625,BINCOTE SURGERY,E01001438,5
F85625,BINCOTE SURGERY,E01001439,5
F85625,BINCOTE SURGERY,E01001440,1
F85625,BINCOTE SURGERY,E01001441,1
F85625,BINCOTE SURGERY,E01001444,3
F85625,BINCOTE SURGERY,E01001445,1
F85625,BINCOTE SURGERY,E01001447,3
F85625,BINCOTE SURGERY,E01001449,2
F85625,BINCOTE SURGERY,E01001450,25
F85625,BINCOTE SURGERY,E01001451,42
F85625,BINCOTE SURGERY,E01001452,20
F85625,BINCOTE SURGERY,E01001453,129
F85625,BINCOTE SURGERY,E01001454,53
F85625,BINCOTE SURGERY,E01001455,28
F85625,BINCOTE SURGERY,E01001456,28
F85625,BINCOTE SURGERY,E01001457,166
F85625,BINCOTE SURGERY,E01001458,2
F85625,BINCOTE SURGERY,E01001460,1
F85625,BINCOTE SURGERY,E01001461,5
F85625,BINCOTE SURGERY,E01001462,4
F85625,BINCOTE SURGERY,E01001463,8
F85625,BINCOTE SURGERY,E01001465,1
F85625,BINCOTE SURGERY,E01001466,2
F85625,BINCOTE SURGERY,E01001468,297
F85625,BINCOTE SURGERY,E01001469,161
F85625,BINCOTE SURGERY,E01001470,951
F85625,BINCOTE SURGERY,E01001471,343
F85625,BINCOTE SURGERY,E01001472,131
F85625,BINCOTE SURGERY,E01001473,511
F85625,BINCOTE SURGERY,E01001474,448
F85625,BINCOTE SURGERY,E01001475,468
F85625,BINCOTE SURGERY,E01001476,5
F85625,BINCOTE SURGERY,E01001477,3
F85625,BINCOTE SURGERY,E01001478,6
F85625,BINCOTE SURGERY,E01001480,3
F85625,BINCOTE SURGERY,E01001481,4
F85625,BINCOTE SURGERY,E01001482,4
F85625,BINCOTE SURGERY,E01001483,1
F85625,BINCOTE SURGERY,E01001485,1
F85625,BINCOTE SURGERY,E01001487,2
F85625,BINCOTE SURGERY,E01001489,6
F85625,BINCOTE SURGERY,E01001491,3
F85625,BINCOTE SURGERY,E01001492,11
F85625,BINCOTE SURGERY,E01001493,4
F85625,BINCOTE SURGERY,E01001494,9
F85625,BINCOTE SURGERY,E01001495,9
F85625,BINCOTE SURGERY,E01001497,9
F85625,BINCOTE SURGERY,E01001498,1
F85625,BINCOTE SURGERY,E01001500,5
F85625,BINCOTE SURGERY,E01001501,4
F85625,BINCOTE SURGERY,E01001502,1
F85625,BINCOTE SURGERY,E01001503,2
F85625,BINCOTE SURGERY,E01001504,1
F85625,BINCOTE SURGERY,E01001505,2
F85625,BINCOTE SURGERY,E01001507,8
F85625,BINCOTE SURGERY,E01001508,1
F85625,BINCOTE SURGERY,E01001511,21
F85625,BINCOTE SURGERY,E01001512,30
F85625,BINCOTE SURGERY,E01001513,4
F85625,BINCOTE SURGERY,E01001514,9
F85625,BINCOTE SURGERY,E01001515,13
F85625,BINCOTE SURGERY,E01001517,6
F85625,BINCOTE SURGERY,E01001518,2
F85625,BINCOTE SURGERY,E01001520,41
F85625,BINCOTE SURGERY,E01001521,19
F85625,BINCOTE SURGERY,E01001522,132
F85625,BINCOTE SURGERY,E01001523,120
F85625,BINCOTE SURGERY,E01001524,100
F85625,BINCOTE SURGERY,E01001525,55
F85625,BINCOTE SURGERY,E01001526,43
F85625,BINCOTE SURGERY,E01001527,2
F85625,BINCOTE SURGERY,E01001528,17
F85625,BINCOTE SURGERY,E01001529,1
F85625,BINCOTE SURGERY,E01001530,12
F85625,BINCOTE SURGERY,E01001531,19
F85625,BINCOTE SURGERY,E01001532,10
F85625,BINCOTE SURGERY,E01001533,7
F85625,BINCOTE SURGERY,E01001534,5
F85625,BINCOTE SURGERY,E01001535,4
F85625,BINCOTE SURGERY,E01001536,32
F85625,BINCOTE SURGERY,E01001537,24
F85625,BINCOTE SURGERY,E01001538,22
F85625,BINCOTE SURGERY,E01001539,20
F85625,BINCOTE SURGERY,E01001540,52
F85625,BINCOTE SURGERY,E01001541,43
F85625,BINCOTE SURGERY,E01001542,18
F85625,BINCOTE SURGERY,E01001543,23
F85625,BINCOTE SURGERY,E01001544,20
F85625,BINCOTE SURGERY,E01001545,1
F85625,BINCOTE SURGERY,E01001546,8
F85625,BINCOTE SURGERY,E01001547,1
F85625,BINCOTE SURGERY,E01001548,1
F85625,BINCOTE SURGERY,E01001549,3
F85625,BINCOTE SURGERY,E01001550,10
F85625,BINCOTE SURGERY,E01001551,9
F85625,BINCOTE SURGERY,E01001552,1
F85625,BINCOTE SURGERY,E01001555,1
F85625,BINCOTE SURGERY,E01001557,5
F85625,BINCOTE SURGERY,E01001558,3
F85625,BINCOTE SURGERY,E01001562,3
F85625,BINCOTE SURGERY,E01001563,4
F85625,BINCOTE SURGERY,E01001564,9
F85625,BINCOTE SURGERY,E01001565,11
F85625,BINCOTE SURGERY,E01001566,12
F85625,BINCOTE SURGERY,E01001567,58
F85625,BINCOTE SURGERY,E01001568,28
F85625,BINCOTE SURGERY,E01001569,28
F85625,BINCOTE SURGERY,E01001570,13
F85625,BINCOTE SURGERY,E01001714,1
F85625,BINCOTE SURGERY,E01001844,1
F85625,BINCOTE SURGERY,E01001891,1
F85625,BINCOTE SURGERY,E01001899,1
F85625,BINCOTE SURGERY,E01001970,4
F85625,BINCOTE SURGERY,E01001974,3
F85625,BINCOTE SURGERY,E01001977,1
F85625,BINCOTE SURGERY,E01001978,1
F85625,BINCOTE SURGERY,E01002026,1
F85625,BINCOTE SURGERY,E01002030,1
F85625,BINCOTE SURGERY,E01002031,1
F85625,BINCOTE SURGERY,E01002036,2
F85625,BINCOTE SURGERY,E01002044,1
F85625,BINCOTE SURGERY,E01002048,1
F85625,BINCOTE SURGERY,E01002067,2
F85625,BINCOTE SURGERY,E01002084,1
F85625,BINCOTE SURGERY,E01002090,1
F85625,BINCOTE SURGERY,E01002118,1
F85625,BINCOTE SURGERY,E01002478,1
F85625,BINCOTE SURGERY,E01002498,1
F85625,BINCOTE SURGERY,E01002713,1
F85625,BINCOTE SURGERY,E01002751,1
F85625,BINCOTE SURGERY,E01002810,1
F85625,BINCOTE SURGERY,E01002833,1
F85625,BINCOTE SURGERY,E01003508,1
F85625,BINCOTE SURGERY,E01003694,6
F85625,BINCOTE SURGERY,E01004198,1
F85625,BINCOTE SURGERY,E01004212,1
F85625,BINCOTE SURGERY,E01004347,1
F85625,BINCOTE SURGERY,E01004349,1
F85625,BINCOTE SURGERY,E01004354,1
F85625,BINCOTE SURGERY,E01004377,1
F85625,BINCOTE SURGERY,E01004381,1
F85625,BINCOTE SURGERY,E01004402,1
F85625,BINCOTE SURGERY,E01004649,1
F85625,BINCOTE SURGERY,E01008115,1
F85625,BINCOTE SURGERY,E01009890,1
F85625,BINCOTE SURGERY,E01012482,1
F85625,BINCOTE SURGERY,E01013837,1
F85625,BINCOTE SURGERY,E01015595,1
F85625,BINCOTE SURGERY,E01016893,1
F85625,BINCOTE SURGERY,E01017385,1
F85625,BINCOTE SURGERY,E01017447,2
F85625,BINCOTE SURGERY,E01018178,1
F85625,BINCOTE SURGERY,E01020308,1
F85625,BINCOTE SURGERY,E01021282,2
F85625,BINCOTE SURGERY,E01021287,1
F85625,BINCOTE SURGERY,E01021388,1
F85625,BINCOTE SURGERY,E01021460,1
F85625,BINCOTE SURGERY,E01021670,1
F85625,BINCOTE SURGERY,E01021731,2
F85625,BINCOTE SURGERY,E01021761,1
F85625,BINCOTE SURGERY,E01021794,2
F85625,BINCOTE SURGERY,E01021801,1
F85625,BINCOTE SURGERY,E01021806,1
F85625,BINCOTE SURGERY,E01021807,1
F85625,BINCOTE SURGERY,E01021811,1
F85625,BINCOTE SURGERY,E01021817,2
F85625,BINCOTE SURGERY,E01021824,1
F85625,BINCOTE SURGERY,E01021851,1
F85625,BINCOTE SURGERY,E01021867,2
F85625,BINCOTE SURGERY,E01021869,1
F85625,BINCOTE SURGERY,E01022060,3
F85625,BINCOTE SURGERY,E01022062,1
F85625,BINCOTE SURGERY,E01023293,3
F85625,BINCOTE SURGERY,E01023294,2
F85625,BINCOTE SURGERY,E01023295,2
F85625,BINCOTE SURGERY,E01023297,3
F85625,BINCOTE SURGERY,E01023298,2
F85625,BINCOTE SURGERY,E01023299,3
F85625,BINCOTE SURGERY,E01023300,1
F85625,BINCOTE SURGERY,E01023301,3
F85625,BINCOTE SURGERY,E01023306,3
F85625,BINCOTE SURGERY,E01023307,1
F85625,BINCOTE SURGERY,E01023308,3
F85625,BINCOTE SURGERY,E01023309,4
F85625,BINCOTE SURGERY,E01023310,10
F85625,BINCOTE SURGERY,E01023311,4
F85625,BINCOTE SURGERY,E01023312,4
F85625,BINCOTE SURGERY,E01023313,8
F85625,BINCOTE SURGERY,E01023314,7
F85625,BINCOTE SURGERY,E01023315,6
F85625,BINCOTE SURGERY,E01023317,4
F85625,BINCOTE SURGERY,E01023320,1
F85625,BINCOTE SURGERY,E01023321,1
F85625,BINCOTE SURGERY,E01023324,5
F85625,BINCOTE SURGERY,E01023332,3
F85625,BINCOTE SURGERY,E01023333,3
F85625,BINCOTE SURGERY,E01023334,2
F85625,BINCOTE SURGERY,E01023337,6
F85625,BINCOTE SURGERY,E01023340,3
F85625,BINCOTE SURGERY,E01023343,3
F85625,BINCOTE SURGERY,E01023471,3
F85625,BINCOTE SURGERY,E01023476,2
F85625,BINCOTE SURGERY,E01023477,1
